"member_casual","start_station_name","count_station"
"member","Michigan Ave & Madison St","5672"
"member","Larrabee St & Armitage Ave","5577"
"member","Michigan Ave & Jackson Blvd","5548"
"member","Damen Ave & Thomas St (Augusta Blvd)","5538"
"member","Lincoln Ave & Roscoe St*","5525"
"member","Throop St & Taylor St","5520"
"member","Clark St & Randolph St","5406"
"member","Ashland Ave & Augusta Blvd","5401"
"member","State St & Van Buren St","5382"
"member","Ashland Ave & Wellington Ave","5349"
"member","Ashland Ave & Blackhawk St","5328"
"member","Racine Ave & Wrightwood Ave","5302"
"member","Broadway & Berwyn Ave","5297"
"member","State St & 35th St","5295"
"member","Southport Ave & Clybourn Ave","5281"
"member","Western Ave & Leland Ave","5273"
"member","Cornell Ave & Hyde Park Blvd","5250"
"member","Michigan Ave & Pearson St","5237"
"member","Ashland Ave & Grace St","5173"
"member","Hermitage Ave & Polk St","5158"
"member","Clark St & Montrose Ave","5083"
"member","Larrabee St & North Ave","5078"
"member","Adler Planetarium","5074"
"member","Green St & Randolph St*","5064"
"member","Sangamon St & Washington Blvd","5043"
"member","Shedd Aquarium","5003"
"member","Wood St & Taylor St (Temp)","4999"
"member","Sheridan Rd & Argyle St","4970"
"member","Ada St & Washington Blvd","4934"
"member","State St & Harrison St","4927"
"member","Fairbanks St & Superior St","4864"
"member","Wood St & Augusta Blvd","4860"
"member","Green St & Washington Blvd","4807"
"member","Woodlawn Ave & 58th St","4803"
"member","Clybourn Ave & Division St","4792"
"member","Emerald Ave & 31st St","4775"
"member","Elizabeth St & Fulton St","4766"
"member","Lake Park Ave & 53rd St","4766"
"member","Shields Ave & 31st St","4711"
"member","Damen Ave & Leland Ave","4707"
"member","Walsh Park","4690"
"member","Calumet Ave & 18th St","4675"
"member","Wells St & Institute Pl","4633"
"member","Loomis St & Jackson Blvd","4627"
"member","Winthrop Ave & Lawrence Ave","4614"
"member","Sheridan Rd & Lawrence Ave","4610"
"member","Clinton St & Roosevelt Rd","4601"
"member","Paulina Ave & North Ave","4594"
"member","Paulina St & Montrose Ave","4581"
"member","Leavitt St & Armitage Ave","4508"
"member","Ashland Ave & Chicago Ave","4429"
"member","Orleans St & Elm St","4411"
"member","Leavitt St & North Ave","4401"
"member","Western Ave & Walton St","4388"
"member","Broadway & Thorndale Ave","4381"
"member","Ellis Ave & 53rd St","4372"
"member","Greenview Ave & Diversey Pkwy","4362"
"member","Clinton St & Tilden St","4354"
"member","Ravenswood Ave & Irving Park Rd","4316"
"member","Larrabee St & Menomonee St","4304"
"member","Broadway & Granville Ave","4304"
"member","Delano Ct & Roosevelt Rd","4281"
"member","Western Ave & Fillmore St","4183"
"member","Lincoln Ave & Sunnyside Ave","4097"
"member","Canal St & Taylor St","4090"
"member","Campbell Ave & North Ave","4056"
"member","Marine Dr & Ainslie St","4046"
"member","N Green St & W Lake St","4044"
"member","Wolcott (Ravenswood) Ave & Montrose Ave","4032"
"member","Logan Blvd & Elston Ave","4017"
"member","Clarendon Ave & Leland Ave","4009"
"member","Indiana Ave & 31st St","4009"
"member","Broadway & Ridge Ave","3993"
"member","Racine Ave & 18th St","3956"
"member","Spaulding Ave & Armitage Ave","3952"
"member","Lakefront Trail & Wilson Ave","3926"
"member","Western Ave & Division St","3914"
"member","Seeley Ave & Roscoe St","3910"
"member","University Ave & 59th St","3892"
"member","Clark St & 9th St (AMLI)","3875"
"member","Ashland Ave & Wrightwood Ave","3870"
"member","Damen Ave & Charleston St","3853"
"member","Artesian Ave & Hubbard St","3787"
"member","Racine Ave & Washington Blvd","3762"
"member","Ashland Ave & Lake St","3751"
"member","Damen Ave & Grand Ave","3683"
"member","Sheridan Rd & Noyes St (NU)","3638"
"member","Noble St & Milwaukee Ave","3594"
"member","Ashland Ave & Grand Ave","3593"
"member","Blackstone Ave & Hyde Park Blvd","3590"
"member","Blue Island Ave & 18th St","3571"
"member","Leavitt St & Chicago Ave","3558"
"member","Dearborn St & Van Buren St","3554"
"member","Leavitt St & Division St","3533"
"member","Michigan Ave & Ida B Wells Dr","3527"
"member","Albany Ave & Bloomingdale Ave","3512"
"member","California Ave & Cortez St","3482"
"member","Humboldt Blvd & Armitage Ave","3448"
"member","LaSalle St & Adams St","3396"
"member","Lincoln Ave & Belle Plaine Ave","3370"
"member","Stave St & Armitage Ave","3315"
"member","Damen Ave & Wellington Ave","3309"
"member","Benson Ave & Church St","3309"
"member","Lincoln Ave & Waveland Ave","3274"
"member","Racine Ave & Randolph St","3271"
"member","Sedgwick St & Schiller St","3268"
"member","Wells St & Randolph St","3241"
"member","California Ave & Francis Pl","3237"
"member","Ravenswood Ave & Berteau Ave","3196"
"member","Morgan Ave & 14th Pl","3098"
"member","Morgan St & 18th St","3054"
"member","Glenwood Ave & Morse Ave","3050"
"member","Damen Ave & Foster Ave","3044"
"member","Ogden Ave & Congress Pkwy","3020"
"member","Damen Ave & Clybourn Ave","3018"
"member","Paulina St & 18th St","3000"
"member","Wood St & Hubbard St","2993"
"member","Drexel Ave & 60th St","2965"
"member","Calumet Ave & 35th St","2952"
"member","Morgan St & 31st St","2936"
"member","Lincoln Ave & Byron St","2911"
"member","Fort Dearborn Dr & 31st St*","2882"
"member","Hampden Ct & Diversey Ave","2869"
"member","California Ave & North Ave","2854"
"member","Chicago Ave & Sheridan Rd","2822"
"member","Clark St & Lunt Ave","2791"
"member","Western Ave & Congress Pkwy","2786"
"member","Halsted St & 18th St","2759"
"member","Wentworth Ave & 33rd St","2755"
"member","Indiana Ave & 26th St","2732"
"member","Leavitt St & Belmont Ave","2689"
"member","Ashland Ave & 13th St","2673"
"member","California Ave & Altgeld St","2643"
"member","Damen Ave & Melrose Ave","2637"
"member","Lake Park Ave & 35th St","2630"
"member","Kedzie Ave & Palmer Ct","2610"
"member","Sheridan Rd & Loyola Ave","2592"
"member","Winchester Ave & Elston Ave","2555"
"member","Wentworth Ave & Cermak Rd*","2523"
"member","McCormick Place","2478"
"member","Damen Ave & Wabansia Ave","2442"
"member","California Ave & Division St","2417"
"member","Shields Ave & 28th Pl","2405"
"member","Lincoln Ave & Addison St","2396"
"member","Cannon Dr & Fullerton Ave","2387"
"member","Rockwell St & Eastwood Ave","2339"
"member","Milwaukee Ave & Rockwell St","2334"
"member","Wilton Ave & Diversey Pkwy*","2324"
"member","Claremont Ave & Hirsch St","2302"
"member","Harper Ave & 59th St","2292"
"member","Western Ave & Roscoe St","2290"
"member","Emerald Ave & 28th St","2287"
"member","Damen Ave & Sunnyside Ave","2256"
"member","Talman Ave & Addison St","2251"
"member","Southport Ave & Clark St","2249"
"member","Campbell Ave & Montrose Ave","2232"
"member","Canal St & Harrison St","2192"
"member","Halsted St & 35th St","2178"
"member","Field Museum","2165"
"member","W Oakdale Ave & N Broadway","2164"
"member","Calumet Ave & 21st St","2162"
"member","Clark St & Elmdale Ave","2153"
"member","Fort Dearborn Dr & 31st St","2140"
"member","Wood St & Webster Ave","2134"
"member","California Ave & Montrose Ave","2127"
"member","Greenview Ave & Jarvis Ave","2125"
"member","St. Louis Ave & Fullerton Ave","2117"
"member","W Armitage Ave & N Sheffield Ave","2108"
"member","Leavitt St & Lawrence Ave","2055"
"member","Wentworth Ave & Cermak Rd","2050"
"member","Sheridan Rd & Columbia Ave","2048"
"member","Racine Ave & 15th St","2040"
"member","Clark St & Schreiber Ave","2033"
"member","Wabash Ave & Cermak Rd","2011"
"member","Milwaukee Ave & Fullerton Ave","1997"
"member","Greenwood Ave & 47th St","1982"
"member","Damen Ave & Madison St","1931"
"member","Clinton St & 18th St","1923"
"member","Kimball Ave & Belmont Ave","1912"
"member","Halsted St & 21st St","1908"
"member","Richmond St & Diversey Ave","1906"
"member","Halsted St & Archer Ave","1885"
"member","Ogden Ave & Roosevelt Rd","1857"
"member","Oakley Ave & Irving Park Rd","1852"
"member","Campbell Ave & Fullerton Ave","1846"
"member","Leavitt St & Addison St","1821"
"member","Ashland Ave & Belle Plaine Ave","1809"
"member","Elston Ave & Wabansia Ave","1793"
"member","State St & 19th St","1791"
"member","Laflin St & Cullerton St","1790"
"member","Campbell Ave & Augusta Blvd","1778"
"member","May St & Cullerton St","1761"
"member","Hoyne Ave & Balmoral Ave","1752"
"member","Clark St & Columbia Ave","1747"
"member","N Carpenter St & W Lake St","1728"
"member","Central Park Ave & Elbridge Ave","1723"
"member","Avondale Ave & Irving Park Rd","1690"
"member","Washtenaw Ave & Lawrence Ave","1665"
"member","Kedzie Ave & Leland Ave","1662"
"member","Damen Ave & Walnut (Lake) St","1658"
"member","Western Ave & Monroe St","1633"
"member","Troy St & Elston Ave","1616"
"member","California Ave & Byron St","1616"
"member","Damen Ave & Cullerton St","1599"
"member","University Library (NU)","1594"
"member","Museum of Science and Industry","1590"
"member","N Paulina St & Lincoln Ave","1584"
"member","Wentworth Ave & 35th St","1582"
"member","W Washington Blvd & N Peoria St","1553"
"member","Wallace St & 35th St","1535"
"member","California Ave & Fletcher St","1516"
"member","Lincoln Ave & Winona St","1467"
"member","Halsted St & North Branch St","1425"
"member","Kosciuszko Park","1414"
"member","Smith Park","1411"
"member","Francisco Ave & Foster Ave","1403"
"member","Racine Ave & 35th St","1400"
"member","Paulina St & Howard St","1388"
"member","Malcolm X College","1380"
"member","Albany Ave & Montrose Ave","1379"
"member","Buckingham Fountain (Temp)","1378"
"member","Noble St & Milwaukee Ave (Temp)","1360"
"member","Cherry Ave & Blackhawk St","1350"
"member","Monticello Ave & Irving Park Rd","1343"
"member","Chicago Ave & Washington St","1336"
"member","Avers Ave & Belmont Ave","1323"
"member","Manor Ave & Leland Ave","1303"
"member","Troy St & North Ave","1292"
"member","Buckingham Fountain","1288"
"member","Bernard St & Elston Ave","1273"
"member","Sheridan Rd & Greenleaf Ave","1272"
"member","Streeter Dr/Grand Ave","1250"
"member","Central Park Ave & Bloomingdale Ave","1249"
"member","N Southport Ave & W Newport Ave","1212"
"member","Western Ave & Lunt Ave","1196"
"member","N Sheffield Ave & W Wellington Ave","1161"
"member","Glenwood Ave & Touhy Ave","1147"
"member","Wentworth Ave & 24th St","1143"
"member","Western Ave & 21st St","1142"
"member","Normal Ave & Archer Ave","1142"
"member","Rockwell St & Fletcher St","1116"
"member","N Damen Ave & W Chicago Ave","1111"
"member","Woodlawn Ave & Lake Park Ave","1098"
"member","Elston Ave & George St","1092"
"member","Winchester (Ravenswood) Ave & Balmoral Ave","1065"
"member","Spaulding Ave & Division St","1054"
"member","Cottage Grove Ave & 47th St","1048"
"member","MLK Jr Dr & Pershing Rd","1032"
"member","Christiana Ave & Lawrence Ave","1028"
"member","Clark St & Jarvis Ave","996"
"member","Eastlake Ter & Howard St","963"
"member","Lake Park Ave & 47th St","962"
"member","Cottage Grove Ave & 63rd St","951"
"member","Drake Ave & Addison St","924"
"member","Ashland Ave & Archer Ave","908"
"member","Clark St & Touhy Ave","880"
"member","Western Ave & Berteau Ave","875"
"member","Dorchester Ave & 49th St","868"
"member","Western Ave & Gunnison St","867"
"member","Loomis St & Archer Ave","860"
"member","Cottage Grove Ave & 51st St","857"
"member","Knox Ave & Montrose Ave","842"
"member","Western Ave & Howard St","834"
"member","Warren Park West","822"
"member","Sawyer Ave & Irving Park Rd","818"
"member","MTV Hubbard St","810"
"member","Wells St & 19th St","799"
"member","Racine Ave & 13th St","795"
"member","Evanston Civic Center","789"
"member","Leavitt St/North Ave","782"
"member","South Shore Dr & 67th St","773"
"member","Kedzie Ave & Foster Ave","761"
"member","Francisco Ave & Chicago Ave","750"
"member","Bosworth Ave & Howard St","746"
"member","Dorchester Ave & 63rd St","741"
"member","State St & 29th St","733"
"member","Drake Ave & Montrose Ave","730"
"member","Prairie Ave & Garfield Blvd","724"
"member","Troy St & Grace St","696"
"member","Francisco Ave & Montrose Ave","693"
"member","Keystone Ave & Fullerton Ave","690"
"member","Western Ave & Granville Ave","684"
"member","St. Louis Ave & Balmoral Ave","672"
"member","N Shore Channel Trail & Argyle St","669"
"member","Milwaukee Ave & Cuyler Ave","657"
"member","Western Ave & Grace St","655"
"member","South Shore Dr & 71st St","643"
"member","Kedzie Ave & George St","642"
"member","Cottage Grove Ave & 43rd St","634"
"member","Leavitt St & Archer Ave","631"
"member","Wood St & 35th St","612"
"member","Kildare Ave & Montrose Ave","589"
"member","Ridge Blvd & Howard St","581"
"member","Calumet Ave & 51st St","578"
"member","California Ave & Winona St","568"
"member","Clinton St & Polk St","551"
"member","Keystone Ave & Montrose Ave","543"
"member","Ridge Blvd & Touhy Ave","532"
"member","California Ave & Lake St","512"
"member","Kedzie Ave & Bryn Mawr Ave","507"
"member","Central Park Ave & North Ave","507"
"member","Kilbourn Ave & Irving Park Rd","503"
"member","Central St Metra","503"
"member","Francisco Ave & Bloomingdale Ave","498"
"member","Valli Produce - Evanston Plaza","495"
"member","Warren Park East","494"
"member","Oakley Ave & Touhy Ave","486"
"member","Rockwell St & Cermak Rd","465"
"member","DuSable Museum","458"
"member","63rd St Beach","455"
"member","Maplewood Ave & Peterson Ave","454"
"member","Central St & Girard Ave","452"
"member","Cottage Grove Ave & Oakwood Blvd","448"
"member","Public Rack - Washtenaw Ave & Superior St","446"
"member","Dodge Ave & Church St","445"
"member","Budlong Woods Library","442"
"member","Albany Ave & Belmont Ave","439"
"member","Elston Ave & Henderson St","429"
"member","Western Ave & 24th St","429"
"member","Ping Tom Park (East)","424"
"member","Public Rack - Hyde Park Blvd & 53rd St","419"
"member","Elmwood Ave & Austin St","413"
"member","Lincoln Ave & Peterson Ave","413"
"member","Sacramento Blvd & Addison St","412"
"member","Archer (Damen) Ave & 37th St","410"
"member","Kedzie Ave & Chicago Ave","409"
"member","Washtenaw Ave & Polk St","405"
"member","Kostner Ave & Wrightwood Ave","404"
"member","MLK Jr Dr & 47th St","400"
"member","Kedzie Ave & Lake St","397"
"member","N Clark St & W Elm St","393"
"member","2112 W Peterson Ave","393"
"member","California Ave & 21st St","373"
"member","Halsted St & 37th St","372"
"member","Prairie Ave & 43rd St","366"
"member","Lincoln Ave & Balmoral Ave","352"
"member","Washtenaw Ave & Ogden Ave","352"
"member","Long & Irving Park","351"
"member","California Ave & 23rd Pl","351"
"member","Griffin Museum of Science and Industry","345"
"member","Jeffery Blvd & 67th St","344"
"member","McCormick Blvd & Devon Ave","341"
"member","Dodge Ave & Mulford St","341"
"member","Kilbourn Ave & Milwaukee Ave","337"
"member","May St & 69th St","337"
"member","Wolcott Ave & Fargo Ave","335"
"member","Eggleston Ave & 69th St","328"
"member","Campbell Ave & Irving Park Rd","327"
"member","Whipple/Irving Park","319"
"member","Public Rack - Racine Ave & 109th Pl","314"
"member","Stony Island Ave & 71st St","314"
"member","California Ave & Granville Ave","314"
"member","Dodge Ave & Main St","305"
"member","Cottage Grove Ave & 67th St","303"
"member","Sacramento Blvd & Franklin Blvd","302"
"member","Central Park Ave & Ogden Ave","293"
"member","Pulaski Rd & 51st St","282"
"member","Monticello Ave & Lawrence Ave","281"
"member","Jeffery Blvd & 71st St","271"
"member","Public Rack - Woodlawn Ave & 63rd St N","270"
"member","Central Ave & Chicago Ave","265"
"member","Princeton Ave & Garfield Blvd","265"
"member","Kenosha Ave & Wellington Ave","255"
"member","Princeton Ave & 47th St","253"
"member","Public Rack - Langley Ave & 49th St","244"
"member","Pulaski Rd & Eddy St","244"
"member","Conservatory Dr & Lake St","239"
"member","State St & 95th St","238"
"member","Damen Ave/Coulter St","238"
"member","Lockwood Ave & Wrightwood Ave","234"
"member","Ashland Ave & 50th St","230"
"member","Halsted St & 96th St","228"
"member","Karlov Ave & Armitage Ave","222"
"member","Kedzie Ave & 21st St","217"
"member","State St & 79th St","213"
"member","Stony Island Ave & 63rd St","213"
"member","Public Rack - Christiana Ave & Belmont Ave","210"
"member","Michigan Ave & 71st St","209"
"member","Narragansett & Irving Park","208"
"member","Lincolnwood Dr & Central St","206"
"member","Kedzie Ave & 48th Pl","205"
"member","Stony Island Ave & 75th St","204"
"member","Richmond St & Lincoln Ave","203"
"member","Washtenaw Ave & Peterson Ave","201"
"member","Public Rack - Pulaski Rd & Armitage Ave","200"
"member","Public Rack - Rockwell & Division","197"
"member","Commercial Ave & 83rd St","195"
"member","California Ave & 26th St","191"
"member","Public Rack - Kostner Ave & Armitage Ave","185"
"member","Western Blvd & 48th Pl","185"
"member","Hoyne Ave & 47th St","183"
"member","Public Rack - Haft Ave & Milwaukee Ave","183"
"member","Lincoln Ave & Belmont Ave (Temp)","182"
"member","St Louis Ave & 59th St","179"
"member","Public Rack - Kostner Ave & Diversey Ave","179"
"member","Public Rack - Lawndale Ave & Diversey Ave","178"
"member","Austin Blvd & Lake St","177"
"member","Public Rack - Hamlin Ave & Fullerton Ave","177"
"member","Komensky Ave & 31st St","176"
"member","South Shore Dr & 74th St","176"
"member","Calumet Ave & 71st St","175"
"member","State St & 54th St","172"
"member","Damen Ave & Coulter St","169"
"member","Public Rack - Hollywood Park","167"
"member","Public Rack - Milwaukee Ave & Haussen Ct","167"
"member","Cottage Grove Ave & 83rd St","166"
"member","Burnham Greenway & 112th St","165"
"member","Lamon Ave & Armitage Ave","162"
"member","Shields Ave & 43rd St","161"
"member","Public Rack - California Ave & Cortez St","160"
"member","Public Rack - Kedzie Ave & Argyle St","160"
"member","Public Rack - Spaulding Ave & Evergreen Ave","160"
"member","Public Rack - Monticello Ave & Belmont Ave","159"
"member","Kostner Ave & Adams St","158"
"member","Ashland Ave & Pershing Rd","158"
"member","Long Ave & Belmont Ave","156"
"member","Baltimore Ave & 87th St","155"
"member","Cicero Ave & Grace St","155"
"member","MLK Jr Dr & 56th St","154"
"member","Public Rack - Milwaukee Ave & Higgins Ave","153"
"member","Millard Ave & 26th St","151"
"member","Public Rack - Milwaukee Ave & Diversey Ave","150"
"member","Indiana Ave & 40th St","149"
"member","Halsted St & 47th Pl","148"
"member","Kilpatrick Ave & Parker Ave","143"
"member","Narragansett Ave & School St","143"
"member","Springfield Ave & North Ave","142"
"member","Public Rack - Washtenaw Ave & Devon Ave","141"
"member","Vernon Ave & 75th St","140"
"member","Public Rack - Harold Washington Park","140"
"member","Karlov Ave & Lawrence Ave","138"
"member","Eberhart Ave & 61st St","135"
"member","Western Ave & Lake St","133"
"member","Kenneth Ave & Lawrence Ave","132"
"member","Kenosha & Wellington","132"
"member","Halsted St & 63rd St","129"
"member","Public Rack - Hamlin Ave & Montrose Ave","128"
"member","Stony Island Ave & 67th St","127"
"member","Virginia Ave & Catalpa Ave","127"
"member","Halsted St & 78th St","127"
"member","Public Rack - Throop St & 58th St","126"
"member","St Louis Ave & Foster Ave","126"
"member","Public Rack - Hyde Park Blvd & 55th St","125"
"member","Pulaski & Ann Lurie Pl","122"
"member","Wentworth Ave & 63rd St","122"
"member","Fairfield Ave & Roosevelt Rd","118"
"member","Perry Ave & 69th St","118"
"member","Union Ave & Root St","117"
"member","Hoyne Ave & 34th St","117"
"member","Kedzie Ave & 57th St","116"
"member","Marshfield Ave & 44th St","115"
"member","Public Rack - Champlain Ave & 65th St","115"
"member","Central Park & Augusta Blvd","114"
"member","Public Rack - Cumberland & Catherine","113"
"member","Public Rack - Western Ave & Devon Ave","112"
"member","Exchange Ave & 79th St","111"
"member","Halsted St & 111th St","109"
"member","Public Rack - Nagle Ave & Belmont Ave","108"
"member","Kedzie Ave & Roosevelt Rd","107"
"member","Kilpatrick Ave & Grand Ave","107"
"member","Stony Island Ave & 64th St","107"
"member","Damen Ave & Pershing Rd","107"
"member","Sacramento Blvd & Fulton Ave","105"
"member","Walden Pkwy & 100th St","105"
"member","Chicago State University","105"
"member","Long Ave & Belden Ave","103"
"member","Public Rack - Wilbur Wright College South","102"
"member","Austin Blvd & Madison St","99"
"member","Narragansett & Wrightwood","98"
"member","Wabash Ave & 87th St","98"
"member","Public Rack - Spaulding Ave & North Ave","98"
"member","Morgan St & Pershing Rd","96"
"member","Western Ave & Ardmore Ave","96"
"member","State St & Pershing Rd","96"
"member","Kilbourn Ave & Belden Ave","96"
"member","Francisco Ave & 47th St","95"
"member","Central Ave & Parker Ave","95"
"member","Halsted St & 69th St","93"
"member","Prospect Sq & 91st St","93"
"member","MLK Jr Dr & 63rd St","92"
"member","Public Rack - Kimbark Ave & 63rd St","90"
"member","Halsted St & 51st St","89"
"member","Vincennes Ave & 104th St","88"
"member","Public Rack - Milwaukee Ave & Catalpa Ave","88"
"member","Houston Ave & 92nd St","86"
"member","Public Rack - Lavergne & Lawrence","86"
"member","Ashland Ave & McDowell Ave","85"
"member","Keeler Ave & Carmen Ave","85"
"member","Lamon Ave & Belmont Ave","85"
"member","Vernon Ave & 79th St","83"
"member","Western Ave & 111th St","83"
"member","Kildare Ave & 47th St","81"
"member","Kilbourn Ave & Roscoe St","81"
"member","Albany Ave & 26th St","80"
"member","Central Park Blvd & 5th Ave","79"
"member","Public Rack - Lafayette Ave & 95th St","79"
"member","Public Rack - Forest Glen & Peterson","78"
"member","Central Ave & Lake St","77"
"member","Yates Blvd & 75th St","77"
"member","MLK Jr Dr & 83rd St","76"
"member","Washtenaw Ave & Madison St","76"
"member","Evans Ave & 75th St","75"
"member","Hale Ave & 107th St","75"
"member","Hamlin Ave & Grand Ave","74"
"member","Public Rack - Western Ave & 96th St","74"
"member","Kedzie Ave & Harrison St","74"
"member","Fairfield Ave & 44th St","74"
"member","California & 16th St","74"
"member","Public Rack - Cicero Ave & Wrightwood Ave","73"
"member","Public Rack - Walden Pkwy & 103rd St","73"
"member","Public Rack - Avers & Lawrence","73"
"member","Public Rack - Kedvale Ave & 63rd St W","73"
"member","Public Rack - California Ave & Devon Ave - NE","73"
"member","Public Rack - Olmstead Ave & Oliphant Ave","72"
"member","Latrobe Ave & Chicago Ave","72"
"member","Public Rack - Calumet Ave & 51st St","72"
"member","Public Rack - Milwaukee Ave & Kennedy Expy","71"
"member","Racine Ave & Garfield Blvd","71"
"member","Fairfield Ave & Pratt Blvd","71"
"member","Summit Ave & 86th St","71"
"member","Meade Ave & Addison St","71"
"member","Public Rack - Midway Orange Line","69"
"member","Stony Island Ave & 90th St","68"
"member","Big Marsh Park","68"
"member","Grace St & Cicero Ave","67"
"member","Elizabeth St & 59th St","66"
"member","Public Rack - Ashland Ave & 91st St","64"
"member","Harlem & Irving Park","64"
"member","Public Rack - Milwaukee Ave & School St","64"
"member","Cicero Ave & Lake St","64"
"member","Phillips Ave & 79th St","63"
"member","Sacramento Ave & 25th St","63"
"member","Meade Ave & Diversey Ave","63"
"member","Public Rack - Campbell Ave & Pratt Blvd","63"
"member","Kilbourn & Roscoe","63"
"member","Stewart Ave & 63rd St","62"
"member","Laramie Ave & Madison St","61"
"member","Western Ave & 104th St","60"
"member","Greenwood Ave & 79th St","60"
"member","Cicero Ave & Roscoe Ave","60"
"member","Cicero Ave & Wrightwood Ave","60"
"member","Artesian Ave & Marquette Rd","60"
"member","Public Rack - Prairie Ave & Garfield Blvd S","60"
"member","Ewing Ave & Burnham Greenway","59"
"member","California Ave & Touhy Ave","59"
"member","Public Rack - Drake Ave & Leland Ave","59"
"member","Karlov Ave & Madison St","58"
"member","Burnham Greenway & 105th St","58"
"member","Central Ave & Roscoe St","58"
"member","Public Rack - Rockwell Ave & Touhy Ave ","57"
"member","Pulaski Rd & Lake St","57"
"member","Public Rack - Avers Ave & Irving Park Rd","57"
"member","Cicero Ave & Flournoy St","57"
"member","Maplewood Ave & 59th St","56"
"member","Public Rack - Natoma Ave & Bryn Mawr Ave","56"
"member","Komensky Ave & 55th St","55"
"member","Dauphin Ave & 87th St","55"
"member","Public Rack - Pulaski & Rosemont","54"
"member","Public Rack - Laramine Ave & Winnemac Ave","54"
"member","Public Rack - Milwaukee Ave & Culyer Ave","53"
"member","Kedzie Ave & 45th St","53"
"member","Lowell Ave & Armitage","53"
"member","Narragansett & McLean","53"
"member","Central Park Ave & 24th St","52"
"member","Public Rack - 111th St - Morgan Park Metra","52"
"member","Public Rack - Central Ave & Pensacola Ave","51"
"member","Public Rack - Irving Park Rd & Leclaire Ave","51"
"member","Kedvale Ave & Peterson Ave","51"
"member","Kostner Ave & Bryn Mawr Ave","49"
"member","Public Rack - Kedzie Ave & 60th St","49"
"member","Oglesby Ave & 100th St","48"
"member","Mozart St & Jackson Blvd","48"
"member","Public Rack - Kimball Ave & Carmen Ave","48"
"member","Damen Ave & 33rd St","47"
"member","Public Rack - Jensen Park","46"
"member","Public Rack - Harper Ave & 63rd St","46"
"member","Sacramento Ave & Lunt Ave","46"
"member","Kilbourn & Belden","45"
"member","Harding Ave & 26th St","45"
"member","Lavergne Ave & Fullerton Ave","45"
"member","Public Rack - Keystone Ave & Irving Park Rd","45"
"member","Public Rack - Nashotah & Northwest Hwy","44"
"member","Pulaski Rd & Congress Pkwy","44"
"member","Kildare Ave & North Ave","43"
"member","Woodlawn Ave & 75th St","43"
"member","East End Ave & 87th St","43"
"member","Kedzie Ave & Jackson Blvd","42"
"member","Whipple St & Roosevelt Rd","42"
"member","Public Rack - Halsted St & 95th St - SE","42"
"member","Laramie Ave & Kinzie St","42"
"member","Martin Luther King Dr & 111th St","42"
"member","Cicero Ave & Quincy St","42"
"member","Public Rack - Kinzua Ave & Devon Ave","41"
"member","Calumet Park","41"
"member","Western Ave & 28th St","41"
"member","Francisco Ave & Hollywood Ave","41"
"member","Stony Island Ave & South Chicago Ave","41"
"member","Public Rack - Pulaski Rd & 44th St","40"
"member","Ashland Ave & 78th St","40"
"member","Public Rack - Washington Park Ct & 51st St","40"
"member","Ashland Ave & 66th St","40"
"member","Greenwood Ave & 97th St","40"
"member","Rainbow Beach","39"
"member","Artesian Ave & 55th St","39"
"member","Austin Blvd & Chicago Ave","39"
"member","Bernard St & Peterson Ave","39"
"member","Troy St & Jackson Blvd","38"
"member","State St & 76th St","38"
"member","Damen Ave & 59th St","38"
"member","Public Rack - Kostner & Peterson","38"
"member","California Ave & 71st St","38"
"member","Kedzie Ave & 24th St","38"
"member","Avenue O & 118th St","38"
"member","Richmond St & 59th St","37"
"member","Ashland Ave & 63rd St","37"
"member","Elizabeth St & 47th St","37"
"member","Public Rack - Western Blvd & 49th St","37"
"member","Public Rack - Penn Elementary School / KIPP Ascend Middle School","37"
"member","Lexington St & California Ave","37"
"member","Jeffery Blvd & 76th St","37"
"member","Public Rack - Kilpatrick & Elston","36"
"member","Buckingham - Fountain","36"
"member","Pulaski Rd & 21st St","36"
"member","Mason Ave & Belmont Ave","36"
"member","Central Park Ave & Ardmore Ave","36"
"member","Public Rack - Sawyer Ave & Lawrence Ave","35"
"member","St Louis Ave & Norman Bobbins Ave","35"
"member","Public Rack - Laramie Ave & Belmont Ave","35"
"member","Public Rack - Kimball & Ardmore","35"
"member","Public Rack - Lowell Ave & Elston Ave","35"
"member","Public Rack - Martin Luther King Dr & 44th St","35"
"member","Public Rack - Karlov Ave & Kamerling Ave","34"
"member","Central Ave & Wellington Ave","33"
"member","Public Rack - Kimball Ave & Lawrence Ave","33"
"member","Public Rack - Austin Ave & Wrightwood Ave","33"
"member","Marshfield Ave & 59th St","33"
"member","Cottage Grove Ave & 71st St","33"
"member","Public Rack - Milwaukee Ave & Lawrence Ave","33"
"member","Central Ave & Altgeld St","33"
"member","Monticello Ave & Chicago Ave","32"
"member","Albany Ave & 16th St","32"
"member","Public Rack - Central & Leland","32"
"member","Lavergne Ave & Division St","32"
"member","Ashland Ave & 74th St","32"
"member","Public Rack - Fullerton Ave & Narragansett Ave","32"
"member","Leclaire Ave & Belmont Ave","31"
"member","Public Rack - 4810 Keeler Ave","31"
"member","Kildare Ave & Division St","31"
"member","Public Rack - Menard Ave & Belmont Ave","31"
"member","Kostner Ave & Belmont Ave","31"
"member","Cottage Grove Ave & 78th St","31"
"member","Public Rack - Norwood Park Station ","31"
"member","Public Rack - California Ave & Devon Ave - NW","30"
